"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   2.93030126953E+03   2.98200000000E+03  3311-15-337 
   1.60734387207E+03   1.57900000000E+03  3313-32-7   
   1.59050903320E+03   1.56000000000E+03  3313-38-1   
   1.59474902344E+03   1.60100000000E+03  3313-56-26  
   1.61435266113E+03   1.62600000000E+03  3313-66-18  
   1.59210327148E+03   1.60000000000E+03  3303-56-26  
   1.61466003418E+03   1.62400000000E+03  3303-66-18  
   1.69157263184E+03   1.68000000000E+03  3302-12-32  
   1.60068505859E+03   1.60600000000E+03  3302-56-26  
   1.61969274902E+03   1.63300000000E+03  3302-66-18  
   1.68250451660E+03   1.68000000000E+03  3320-2-305  
   1.56867687988E+03   1.55000000000E+03  3324-26-339 
   1.62480200195E+03   1.60400000000E+03  3312-16-335 
   1.59645239258E+03   1.57600000000E+03  3312-21-335 
   1.55593127441E+03   1.53700000000E+03  3312-32-1   
   1.54254711914E+03   1.52300000000E+03  3312-36-51  
   1.69495019531E+03   1.69200000000E+03  3294-1-60   
   1.65526025391E+03   1.65000000000E+03  3291-16-362 
   1.66746215820E+03   1.67100000000E+03  3288-12-32  
   1.61919067383E+03   1.62200000000E+03  3288-21-335 
   1.58267382812E+03   1.60200000000E+03  3288-32-7   
   1.63927575684E+03   1.62800000000E+03  3282-21-336 
   1.60344067383E+03   1.60400000000E+03  3282-32-7   
   1.58842822266E+03   1.58400000000E+03  3282-38-10  
   1.71325744629E+03   1.69900000000E+03  3285-5-179  
   1.70498034668E+03   1.69000000000E+03  3285-11-25  
   1.68623583984E+03   1.66600000000E+03  3285-16-341 
   1.66029333496E+03   1.63900000000E+03  3285-21-336 
   1.70319323730E+03   1.67900000000E+03  3279-12-39  
   1.68809985352E+03   1.65000000000E+03  3279-16-362 
   1.66215051270E+03   1.63900000000E+03  3279-21-341 
   1.64480126953E+03   1.62400000000E+03  3279-27-28  
   1.66155322266E+03   1.63500000000E+03  3281-21-336 
   1.61074584961E+03   1.57300000000E+03  3281-37-350 
   1.67627612305E+03   1.65200000000E+03  3268-21-274 
   1.62667395020E+03   1.57600000000E+03  3268-38-6   
   1.70814489746E+03   1.68400000000E+03  3259-16-348 
   1.64823132324E+03   1.61900000000E+03  3259-32-7   
   1.63481250000E+03   1.60600000000E+03  3259-36-350 
   1.73960400391E+03   1.72300000000E+03  3237-1-365  
   1.73710400391E+03   1.72100000000E+03  3237-3-355  
   1.72837963867E+03   1.71300000000E+03  3237-12-59  
   1.72837963867E+03   1.71300000000E+03  3237-12-59  
   1.73733129883E+03   1.71900000000E+03  3234-6-284  
   1.72865002441E+03   1.71000000000E+03  3234-12-32  
   1.71631604004E+03   1.68900000000E+03  3234-16-348 
   1.68925183105E+03   1.66100000000E+03  3231-21-341 
   1.67236437988E+03   1.64200000000E+03  3231-27-12  
   1.63848278809E+03   1.59500000000E+03  3231-38-3   
   1.60015856934E+03   1.60400000000E+03  3382-48-363 
   1.60015856934E+03   1.61900000000E+03  3383-48-363 
   1.60948669434E+03   1.63200000000E+03  3363-56-23  
   1.61794995117E+03   1.64600000000E+03  3363-66-18  
   1.70157592773E+03   1.69400000000E+03  3364-11-342 
   1.68665820312E+03   1.67100000000E+03  3364-16-362 
   1.66970324707E+03   1.64600000000E+03  3364-21-341 
   1.65018688965E+03   1.63900000000E+03  3364-27-28  
   1.63423388672E+03   1.62100000000E+03  3364-32-4   
   1.61945764160E+03   1.61700000000E+03  3364-36-349 
   1.60591052246E+03   1.61600000000E+03  3364-43-19  
   1.59959326172E+03   1.62200000000E+03  3364-49-54  
   1.60574536133E+03   1.62600000000E+03  3364-56-25  
   1.60828845215E+03   1.62800000000E+03  3364-60-319 
   1.61443713379E+03   1.63500000000E+03  3364-65-298 
   1.62428149414E+03   1.64800000000E+03  3364-71-13  
   1.62597399902E+03   1.65200000000E+03  3364-71-365 
   1.60098339844E+03   1.62300000000E+03  3370-56-25  
   1.60428808594E+03   1.62800000000E+03  3370-61-72  
   1.61067187500E+03   1.63700000000E+03  3370-66-18  
   1.67076135254E+03   1.65900000000E+03  3353-21-335 
   1.65144714355E+03   1.64600000000E+03  3353-27-12  
   1.60777868652E+03   1.62700000000E+03  3353-56-25  
   1.61738171387E+03   1.63500000000E+03  3353-66-18  
   1.60904492188E+03   1.62800000000E+03  3351-56-25  
   1.61191271973E+03   1.62900000000E+03  3351-61-72  
   1.61827185059E+03   1.63900000000E+03  3351-66-18  
   1.63596435547E+03   1.64300000000E+03  3310-56-23  
   1.63919726562E+03   1.64400000000E+03  3307-56-23  
   1.63815295410E+03   1.64900000000E+03  3307-61-73  
   1.64512158203E+03   1.67600000000E+03  3307-66-20  
   1.62487023926E+03   1.63000000000E+03  3292-56-25  
   1.62749951172E+03   1.63800000000E+03  3292-61-73  
   1.63698901367E+03   1.66300000000E+03  3292-66-19  
   1.72249816895E+03   1.70600000000E+03  3278-11-296 
   1.70790576172E+03   1.69300000000E+03  3278-16-343 
   1.68489257812E+03   1.66400000000E+03  3278-21-340 
   1.66736206055E+03   1.65800000000E+03  3278-27-12  
   1.65089599609E+03   1.65000000000E+03  3278-32-4   
   1.63618933105E+03   1.64800000000E+03  3278-36-350 
   1.62739807129E+03   1.65000000000E+03  3278-43-19  
   1.63038354492E+03   1.65600000000E+03  3278-49-54  
   1.63655078125E+03   1.65600000000E+03  3278-56-25  
   1.63748046875E+03   1.66000000000E+03  3278-60-319 
   1.64494482422E+03   1.67000000000E+03  3278-65-301 
   1.65578271484E+03   1.68400000000E+03  3278-71-13  
   1.65739074707E+03   1.68600000000E+03  3278-71-365 
   1.63336047363E+03   1.63800000000E+03  3290-56-25  
   1.63490185547E+03   1.64700000000E+03  3290-61-73  
   1.64249609375E+03   1.67100000000E+03  3290-66-19  
   1.74601184082E+03   1.73700000000E+03  3250-12-32  
   1.73061132812E+03   1.71100000000E+03  3250-16-363 
   1.70850793457E+03   1.68800000000E+03  3250-21-335 
   1.67489807129E+03   1.65200000000E+03  3250-32-7   
   1.65914221191E+03   1.63200000000E+03  3250-36-352 
   1.66533129883E+03   1.67200000000E+03  3308-56-25  
   1.66486413574E+03   1.67300000000E+03  3308-61-73  
   1.66989672852E+03   1.69800000000E+03  3308-66-20  
   1.72958496094E+03   1.70900000000E+03  3249-16-363 
   1.70713989258E+03   1.68800000000E+03  3249-21-340 
   1.65799096680E+03   1.66000000000E+03  3249-36-352 
   1.66426330566E+03   1.68800000000E+03  3249-56-25  
   1.66367285156E+03   1.69800000000E+03  3249-61-73  
   1.76064697266E+03   1.74400000000E+03  3233-3-355  
   1.76025537109E+03   1.74300000000E+03  3233-6-341  
   1.74987011719E+03   1.73700000000E+03  3233-12-59  
   1.73392163086E+03   1.72500000000E+03  3233-16-311 
   1.73489843750E+03   1.72200000000E+03  3230-16-348 
   1.71323107910E+03   1.70500000000E+03  3230-21-340 
   1.69618798828E+03   1.69400000000E+03  3230-27-1   
   1.67974145508E+03   1.70200000000E+03  3230-32-7   
   1.66352795410E+03   1.68200000000E+03  3230-36-352 
   1.67339526367E+03   1.71100000000E+03  3230-56-25  
   1.67243347168E+03   1.71600000000E+03  3230-61-72  
   1.73576391602E+03   1.72900000000E+03  3229-17-4   
   1.67135998535E+03   1.71100000000E+03  3247-61-73  
   1.67556884766E+03   1.71500000000E+03  3247-66-20  
   1.66404138184E+03   1.66800000000E+03  3368-56-25  
   1.75678027344E+03   1.74400000000E+03  3333-12-10  
   1.75166076660E+03   1.74100000000E+03  3333-16-343 
   1.71296875000E+03   1.69300000000E+03  3333-32-85  
   1.70450561523E+03   1.68500000000E+03  3333-35-53  
   1.67246691895E+03   1.67100000000E+03  3332-49-54  
   1.66673071289E+03   1.67400000000E+03  3332-56-26  
   1.66572363281E+03   1.67900000000E+03  3332-60-319 
   1.66563659668E+03   1.68700000000E+03  3332-65-298 
   1.66900183105E+03   1.69900000000E+03  3332-71-13  
   1.67007653809E+03   1.70100000000E+03  3332-71-365 
   1.66331518555E+03   1.65900000000E+03  3330-56-25  
   1.66141271973E+03   1.65900000000E+03  3315-48-300 
   1.65920458984E+03   1.66400000000E+03  3315-55-321 
   1.65920202637E+03   1.66600000000E+03  3315-60-312 
   1.66089245605E+03   1.67600000000E+03  3315-65-363 
   1.66856750488E+03   1.69100000000E+03  3315-71-351 
   1.66174670410E+03   1.65800000000E+03  3316-48-300 
   1.65893444824E+03   1.66300000000E+03  3316-55-321 
   1.65937963867E+03   1.66600000000E+03  3316-60-312 
   1.66031750488E+03   1.67700000000E+03  3316-65-363 
   1.66721655273E+03   1.69200000000E+03  3316-71-351 
   1.70795178223E+03   1.68900000000E+03  3284-56-25  
   1.74312158203E+03   1.70900000000E+03  3275-38-12  
   1.69296191406E+03   1.67600000000E+03  3287-38-24  
   1.67778491211E+03   1.67100000000E+03  3265-48-364 
   1.68359680176E+03   1.67600000000E+03  3265-56-25  
   1.68921533203E+03   1.68200000000E+03  3228-56-20  
   1.68862585449E+03   1.69700000000E+03  3228-61-73  
   1.69208032227E+03   1.72700000000E+03  3228-66-19  
   2.94525122070E+03   2.96800000000E+03  3347-20-74  
   2.95744238281E+03   2.96700000000E+03  3347-26-157 
   2.95744238281E+03   2.96300000000E+03  3347-37-33  
   2.96242968750E+03   2.96700000000E+03  3347-43-82  
   2.96589770508E+03   2.97100000000E+03  3347-48-336 
   2.96601123047E+03   2.96900000000E+03  3347-56-23  
   2.96315429688E+03   2.97100000000E+03  3347-61-62  
   2.96524194336E+03   2.96900000000E+03  3347-65-299 
   2.96219482422E+03   2.96600000000E+03  3347-71-12  
   2.96087670898E+03   2.96600000000E+03  3347-71-365 
   2.95978637695E+03   2.96500000000E+03  3378-15-337 
   2.97805029297E+03   2.97100000000E+03  3378-26-127 
   2.96554785156E+03   2.95400000000E+03  3378-33-312 
   2.98509008789E+03   2.97100000000E+03  3378-43-82  
   2.97585107422E+03   2.97600000000E+03  3378-48-337 
   2.97655419922E+03   2.97600000000E+03  3378-56-23  
   2.98331347656E+03   2.97600000000E+03  3378-61-62  
   2.97834448242E+03   2.97200000000E+03  3378-66-18  
   2.96341943359E+03   2.98100000000E+03  3336-71-63  
   2.94224121094E+03   2.96600000000E+03  3343-19-34  
   2.95074316406E+03   2.96600000000E+03  3343-26-121 
   2.95518041992E+03   2.95200000000E+03  3343-33-311 
   2.95833056641E+03   2.97500000000E+03  3343-43-82  
   2.96267041016E+03   2.97800000000E+03  3343-48-336 
   2.96202294922E+03   2.97700000000E+03  3343-56-25  
   2.95878100586E+03   2.97500000000E+03  3343-61-62  
   2.95933105469E+03   2.97100000000E+03  3343-66-24  
   2.95557812500E+03   2.96300000000E+03  3343-71-63  
   2.93499438477E+03   2.96800000000E+03  3322-20-300 
   2.94232714844E+03   2.96700000000E+03  3322-26-127 
   2.95257934570E+03   2.97300000000E+03  3322-48-337 
   2.95107250977E+03   2.96300000000E+03  3322-56-25  
   2.94678466797E+03   2.96400000000E+03  3322-61-60  
   2.94766503906E+03   2.95900000000E+03  3317-43-85  
   2.94926831055E+03   2.96400000000E+03  3317-56-25  
   2.94493603516E+03   2.96100000000E+03  3317-61-60  
   2.94599121094E+03   2.95900000000E+03  3317-66-27  
   2.94418579102E+03   2.96200000000E+03  3317-71-64  
   2.96462353516E+03   2.99500000000E+03  3300-56-26  
   2.94330541992E+03   3.00900000000E+03  3289-56-26  
   2.92421044922E+03   2.99800000000E+03  3289-61-65  
   2.93713867188E+03   3.01800000000E+03  3276-56-26  
   2.97452465820E+03   2.96400000000E+03  3270-56-26  
   2.90236157227E+03   2.95500000000E+03  3272-15-154 
   2.91580981445E+03   2.95700000000E+03  3272-26-125 
   2.92164624023E+03   2.94700000000E+03  3272-37-36  
   2.92531567383E+03   2.96200000000E+03  3272-43-27  
   2.92900390625E+03   2.97000000000E+03  3272-48-336 
   2.92538623047E+03   2.96600000000E+03  3272-56-26  
   2.91907373047E+03   2.96200000000E+03  3272-61-60  
   2.92031665039E+03   2.94700000000E+03  3272-71-12  
   2.90948852539E+03   2.95600000000E+03  3266-56-26  
   2.99171166992E+03   3.02700000000E+03  3260-33-313 
   3.00054077148E+03   3.05000000000E+03  3260-48-334 
   2.99643383789E+03   3.04400000000E+03  3260-56-26  
   1.66409094238E+03   1.71400000000E+03  3222-38-6   
   1.74638403320E+03   1.72500000000E+03  3213-12-324 
   1.73434497070E+03   1.71600000000E+03  3213-16-335 
   1.70918750000E+03   1.69900000000E+03  3213-21-335 
   1.67546630859E+03   1.68000000000E+03  3213-32-7   
   1.65859790039E+03   1.66000000000E+03  3213-38-10  
   1.66991967773E+03   1.68900000000E+03  3213-56-19  
   1.75404040527E+03   1.73000000000E+03  3205-2-230  
   1.70327087402E+03   1.68300000000E+03  3205-22-37  
   1.75866333008E+03   1.74500000000E+03  3191-2-188  
   1.73741235352E+03   1.71300000000E+03  3178-17-4   
   1.71082373047E+03   1.68800000000E+03  3178-22-37  
   1.67650537109E+03   1.64900000000E+03  3178-32-85  
   1.66506665039E+03   1.61000000000E+03  3178-36-65  
   1.65873254395E+03   1.62300000000E+03  3178-42-349 
   1.66481994629E+03   1.64300000000E+03  3178-48-341 
   1.67202600098E+03   1.65500000000E+03  3178-56-23  
   1.67208569336E+03   1.67100000000E+03  3178-60-319 
   1.74004895020E+03   1.71300000000E+03  3177-17-4   
   1.75662878418E+03   1.74300000000E+03  3176-11-297 
   1.74106042480E+03   1.71800000000E+03  3176-16-342 
   1.71582910156E+03   1.69100000000E+03  3176-21-342 
   1.67974536133E+03   1.63300000000E+03  3176-32-7   
   1.67045251465E+03   1.62800000000E+03  3176-34-339 
   1.71962023926E+03   1.69500000000E+03  3174-21-335 
   1.68325305176E+03   1.68000000000E+03  3174-56-19  
   1.68194165039E+03   1.69000000000E+03  3174-61-60  
   1.68695593262E+03   1.72300000000E+03  3174-66-24  
   1.77644714355E+03   1.75500000000E+03  3188-2-335  
   1.77577734375E+03   1.75400000000E+03  3188-6-341  
   1.76383703613E+03   1.75000000000E+03  3188-10-350 
   1.66983410645E+03   1.63600000000E+03  3199-38-6   
   1.67948205566E+03   1.67400000000E+03  3199-48-337 
   1.68917016602E+03   1.70500000000E+03  3199-61-60  
   1.67877185059E+03   1.66400000000E+03  3175-48-337 
   1.68915393066E+03   1.68600000000E+03  3175-56-19  
   1.69200109863E+03   1.72900000000E+03  3175-66-24  
   1.69165930176E+03   1.68800000000E+03  3196-56-19  
   1.72727355957E+03   1.71600000000E+03  3171-21-335 
   1.70794519043E+03   1.67200000000E+03  3171-26-313 
   1.68223474121E+03   1.69800000000E+03  3171-48-337 
   1.68187512207E+03   1.67200000000E+03  3173-48-337 
   1.69356542969E+03   1.69200000000E+03  3173-56-19  
   1.69169812012E+03   1.70100000000E+03  3173-61-60  
   1.69553405762E+03   1.73000000000E+03  3173-66-20  
   1.68699511719E+03   1.68200000000E+03  3172-56-19  
   1.68559484863E+03   1.69100000000E+03  3172-61-60  
   1.69037182617E+03   1.72300000000E+03  3172-66-24  
   1.76530786133E+03   1.74800000000E+03  3163-12-91  
   1.72553198242E+03   1.70100000000E+03  3163-21-335 
   1.66312756348E+03   1.68400000000E+03  3197-42-351 
   1.66932604980E+03   1.70000000000E+03  3197-48-348 
   1.67840344238E+03   1.69900000000E+03  3197-56-4   
   1.67735864258E+03   1.71900000000E+03  3197-61-5   
   1.68273278809E+03   1.74500000000E+03  3197-65-361 
   1.69903540039E+03   1.74800000000E+03  3197-71-355 
   1.74508532715E+03   1.73200000000E+03  3170-16-348 
   1.72125817871E+03   1.70300000000E+03  3170-21-342 
   1.66909277344E+03   1.68100000000E+03  3170-38-6   
   1.66891821289E+03   1.73700000000E+03  3170-42-351 
   1.67640405273E+03   1.69400000000E+03  3170-48-348 
   1.68600756836E+03   1.70300000000E+03  3170-55-354 
   1.68445385742E+03   1.72500000000E+03  3170-61-5   
   1.68961791992E+03   1.75100000000E+03  3170-65-361 
   1.70662731934E+03   1.75400000000E+03  3170-71-355 
   1.72386877441E+03   1.69800000000E+03  3139-21-343 
   1.70966674805E+03   1.74700000000E+03  3139-71-355 
   1.74818566895E+03   1.73200000000E+03  3143-17-5   
   1.72380932617E+03   1.70800000000E+03  3143-22-37  
   1.70654614258E+03   1.69500000000E+03  3143-27-31  
   1.69078173828E+03   1.69400000000E+03  3143-55-354 
   1.68935986328E+03   1.72000000000E+03  3143-61-5   
   1.69515026855E+03   1.75700000000E+03  3143-65-361 
   1.71304907227E+03   1.76000000000E+03  3143-71-355 
   1.76869946289E+03   1.74800000000E+03  3166-1-1    
   1.75841064453E+03   1.73800000000E+03  3166-11-335 
   1.71793347168E+03   1.68000000000E+03  3166-21-335 
   1.75673522949E+03   1.73000000000E+03  3100-16-338 
   1.73258190918E+03   1.70300000000E+03  3100-21-335 
   1.66910510254E+03   1.62500000000E+03  3100-43-60  
   1.68513232422E+03   1.65200000000E+03  3100-55-354 
   1.68595239258E+03   1.65900000000E+03  3100-61-5   
   1.69064428711E+03   1.69200000000E+03  3100-66-20  
   1.70568884277E+03   1.70900000000E+03  3100-71-355 
   1.67103125000E+03   1.63500000000E+03  2939-42-351 
   1.68690307617E+03   1.66900000000E+03  2939-61-5   
   1.70495629883E+03   1.72500000000E+03  2939-70-352 
   1.70717785645E+03   1.72700000000E+03  2939-71-355 
   1.73211547852E+03   1.69700000000E+03  3099-21-335 
   1.68614184570E+03   1.66500000000E+03  3099-61-5   
   1.69099206543E+03   1.69800000000E+03  3099-66-20  
   1.70643261719E+03   1.72300000000E+03  3099-71-355 
   1.78330480957E+03   1.77300000000E+03  3113-1-59   
   1.78303894043E+03   1.76800000000E+03  3113-6-341  
   1.76510559082E+03   1.75200000000E+03  3113-12-362 
   1.72732580566E+03   1.70300000000E+03  3113-22-37  
   1.70868615723E+03   1.69700000000E+03  3113-27-31  
   1.67568676758E+03   1.65300000000E+03  3113-37-341 
   1.67446447754E+03   1.68400000000E+03  3113-42-349 
   1.68479309082E+03   1.66400000000E+03  3113-48-341 
   1.69328283691E+03   1.69400000000E+03  3113-55-354 
   1.69189501953E+03   1.71600000000E+03  3113-60-319 
   1.69841491699E+03   1.74400000000E+03  3113-65-298 
   1.71755200195E+03   1.75700000000E+03  3113-71-355 
   1.77286633301E+03   1.74400000000E+03  3097-12-170 
   1.75593444824E+03   1.72300000000E+03  3097-17-5   
   1.67656335449E+03   1.66400000000E+03  3097-42-351 
   1.68740112305E+03   1.67900000000E+03  3097-48-348 
   1.69558764648E+03   1.69600000000E+03  3097-55-354 
   1.69503039551E+03   1.71800000000E+03  3097-61-5   
   1.70219763184E+03   1.75000000000E+03  3097-65-361 
   1.72183593750E+03   1.76000000000E+03  3097-71-355 
   1.67626196289E+03   1.66600000000E+03  3095-42-351 
   1.68697265625E+03   1.68200000000E+03  3095-48-348 
   1.69517541504E+03   1.69800000000E+03  3095-55-354 
   1.69457153320E+03   1.72000000000E+03  3095-61-5   
   1.70159875488E+03   1.75200000000E+03  3095-65-361 
   1.72106787109E+03   1.76100000000E+03  3095-71-355 
   1.78626623535E+03   1.77300000000E+03  3096-8-283  
   1.75850659180E+03   1.73600000000E+03  3096-17-5   
   1.73272167969E+03   1.70800000000E+03  3096-21-335 
   1.78579797363E+03   1.77500000000E+03  3135-8-282  
   1.77576367188E+03   1.76600000000E+03  3135-11-355 
   1.75696716309E+03   1.73900000000E+03  3135-16-349 
   1.73215747070E+03   1.70800000000E+03  3135-21-312 
   1.71344982910E+03   1.68000000000E+03  3135-26-292 
   1.67827624512E+03   1.64100000000E+03  3135-38-5   
   1.69105041504E+03   1.67800000000E+03  3135-48-337 
   1.70170568848E+03   1.70000000000E+03  3135-56-19  
   1.70018127441E+03   1.71700000000E+03  3135-61-60  
   1.70057690430E+03   1.71300000000E+03  3121-55-354 
   1.69847082520E+03   1.72400000000E+03  3121-61-5   
   1.70587121582E+03   1.76000000000E+03  3121-66-20  
   1.72816040039E+03   1.77200000000E+03  3121-71-365 
   1.79654541016E+03   1.77900000000E+03  3059-10-57  
   1.77041992188E+03   1.74400000000E+03  3059-17-5   
   1.72436425781E+03   1.69300000000E+03  3059-27-31  
   1.69140185547E+03   1.71700000000E+03  3059-37-33  
   1.68981799316E+03   1.68100000000E+03  3059-42-349 
   1.70280480957E+03   1.70000000000E+03  3059-48-342 
   1.71169287109E+03   1.72000000000E+03  3059-56-20  
   1.71093029785E+03   1.74200000000E+03  3059-60-319 
   1.72385888672E+03   1.77700000000E+03  3059-65-301 
   1.75144970703E+03   1.78700000000E+03  3059-71-365 
   1.73706530762E+03   1.70900000000E+03  3078-21-335 
   1.78080749512E+03   1.76200000000E+03  3080-11-297 
   1.70298120117E+03   1.71600000000E+03  3075-56-20  
   1.78690124512E+03   1.77400000000E+03  3089-2-339  
   1.78643774414E+03   1.77200000000E+03  3089-6-341  
   1.77161010742E+03   1.76300000000E+03  3089-12-362 
   1.75714208984E+03   1.74500000000E+03  3089-16-313 
   1.67547644043E+03   1.69300000000E+03  3089-42-351 
   1.69926721191E+03   1.74300000000E+03  3089-65-361 
   1.71762890625E+03   1.75500000000E+03  3089-71-355 
   1.78643334961E+03   1.76700000000E+03  3053-11-297 
   1.76505541992E+03   1.74100000000E+03  3053-16-349 
   1.73959741211E+03   1.71000000000E+03  3053-22-37  
   1.69497290039E+03   1.66800000000E+03  3053-32-85  
   1.67874401855E+03   1.66000000000E+03  3053-42-351 
   1.68946337891E+03   1.67600000000E+03  3053-48-348 
   1.69777587891E+03   1.68900000000E+03  3053-55-353 
   1.69864929199E+03   1.70600000000E+03  3053-61-5   
   1.70487158203E+03   1.73500000000E+03  3053-65-361 
   1.72363354492E+03   1.75200000000E+03  3053-71-355 
   1.69789038086E+03   1.68900000000E+03  3050-55-353 
   1.69877746582E+03   1.70600000000E+03  3050-61-5   
   1.70501306152E+03   1.73500000000E+03  3050-65-361 
   1.72376672363E+03   1.75200000000E+03  3050-71-355 
   1.68119055176E+03   1.61800000000E+03  3076-37-33  
   1.67839501953E+03   1.65600000000E+03  3076-42-349 
   1.68822595215E+03   1.67600000000E+03  3076-48-342 
   1.69720227051E+03   1.69500000000E+03  3076-56-23  
   1.69786486816E+03   1.70100000000E+03  3076-61-60  
   1.70491333008E+03   1.74200000000E+03  3076-66-24  
   1.68855651855E+03   1.65900000000E+03  3077-55-354 
   1.68884130859E+03   1.66500000000E+03  3077-61-5   
   1.69382592773E+03   1.69000000000E+03  3077-66-20  
   1.70896459961E+03   1.71800000000E+03  3077-71-355 
   1.68046325684E+03   1.66300000000E+03  3065-48-348 
   1.79951977539E+03   1.78400000000E+03  3021-1-107  
   1.79827819824E+03   1.78200000000E+03  3021-7-3    
   1.79835290527E+03   1.78100000000E+03  3020-7-3    
   1.79181225586E+03   1.77500000000E+03  3020-12-59  
   1.77241687012E+03   1.75500000000E+03  3020-16-314 
   1.74611157227E+03   1.73100000000E+03  3020-22-37  
   1.72270361328E+03   1.69700000000E+03  3020-27-31  
   1.79751489258E+03   1.78000000000E+03  2989-12-59  
   1.77739208984E+03   1.74800000000E+03  2995-16-313 
   1.74887683105E+03   1.73400000000E+03  2995-22-37  
   1.72794140625E+03   1.71900000000E+03  2995-27-31  
   1.70568310547E+03   1.72300000000E+03  2995-32-85  
   1.70565576172E+03   1.67600000000E+03  3201-48-300 
   1.71299121094E+03   1.68500000000E+03  3201-55-321 
   1.71338110352E+03   1.69200000000E+03  3201-60-312 
   1.72229345703E+03   1.70600000000E+03  3201-65-363 
   1.74263671875E+03   1.72600000000E+03  3201-71-10  
   1.70095849609E+03   1.67800000000E+03  3202-48-300 
   1.70867639160E+03   1.68700000000E+03  3202-55-321 
   1.70970312500E+03   1.69600000000E+03  3202-60-312 
   1.71627209473E+03   1.72000000000E+03  3202-65-363 
   1.73592236328E+03   1.74500000000E+03  3202-71-10  
   1.78468847656E+03   1.76300000000E+03  3200-21-335 
   1.75327355957E+03   1.72800000000E+03  3200-32-6   
   1.74000793457E+03   1.71200000000E+03  3200-36-351 
   1.73133081055E+03   1.69500000000E+03  3200-49-54  
   1.73534387207E+03   1.69900000000E+03  3200-56-24  
   1.73705993652E+03   1.70600000000E+03  3200-60-319 
   1.74622912598E+03   1.71800000000E+03  3200-65-298 
   1.77153857422E+03   1.73600000000E+03  3200-71-365 
   1.80029016113E+03   1.79100000000E+03  3154-1-337  
   1.79714233398E+03   1.78200000000E+03  3154-6-286  
   1.78797106934E+03   1.77800000000E+03  3154-11-298 
   1.76499084473E+03   1.74200000000E+03  3154-16-358 
   1.74229455566E+03   1.71200000000E+03  3154-21-343 
   1.70653881836E+03   1.66000000000E+03  3154-32-85  
   1.69636108398E+03   1.64900000000E+03  3154-37-33  
   1.69594128418E+03   1.65100000000E+03  3154-42-349 
   1.70490515137E+03   1.68100000000E+03  3150-48-337 
   1.71791027832E+03   1.70400000000E+03  3150-56-23  
   1.71630725098E+03   1.72000000000E+03  3150-60-319 
   1.72755993652E+03   1.75200000000E+03  3150-65-298 
   1.75568395996E+03   1.77500000000E+03  3150-71-11  
   1.75854089355E+03   1.77600000000E+03  3150-71-365 
   1.78600085449E+03   1.76600000000E+03  3158-12-85  
   1.76646862793E+03   1.74000000000E+03  3158-16-342 
